Timestamp
Sometimes
Often
Often
Always
Always
Always
Sometimes
Always
Always
Always
Always
Always
Often
Often
Sometimes
Always
Never
Sometimes
Often
Always
Always
Often
Often
Often
Often
Always
Always
Always
Sometimes
Often
Often
Often
Always
Always
Often
Often
Sometimes
Always
Often
Often
Sometimes
Often
Always
Often
Always
Always
Often
Often
Always
Often
Often
Always
Sometimes
Always
Often
Often
---
How do you feel when you're at school? [Bored]
Never
Sometimes
Often
Often
Sometimes
Never
Sometimes
Sometimes
Sometimes
Always
Often
Never
Often
Never
Sometimes
Sometimes
Often
Never
Never
Sometimes
Sometimes
Never
Always
Often
Sometimes
Sometimes
Often
Sometimes
Often
Always
Often
Sometimes
Sometimes
Often
Often
Often
Sometimes
Often
Sometimes
Sometimes
Often
Sometimes
Always
Often
Often
Sometimes
Sometimes
Sometimes
Sometimes
Sometimes
Sometimes
Often
Often
Sometimes
Sometimes
Often
Sometimes
Often
Sometimes
Sometimes
Sometimes
Often
Sometimes
Often
Never
Sometimes
Always
Sometimes
Always
Often
Sometimes
---
How do you feel when you're at school? [Stressed]
Sometimes
Often
Sometimes
Often
Always
Always
Often
Sometimes
Sometimes
Often
Sometimes
Sometimes
Often
Often
Often
Sometimes
Sometimes
Often
Always
Often
Always
Sometimes
Often
Often
Often
Often
Always
Sometimes
Often
Often
Always
Always
Often
Never
Often
Often
Often
Sometimes
Sometimes
Sometimes
Always
Always
Often
Never
Sometimes
Often
Sometimes
Often
Often
Sometimes
Often
Always
Sometimes
Often
Often
Often
Sometimes
Often
Sometimes
Always
Always
Sometimes
Often
Often
Always
Never
Often
Often
Always
Often
Sometimes
---
How do you feel when you're at school? [Anxious]
Never
Sometimes
Sometimes
Always
Often
Always
Sometimes
Often
Sometimes
Often
Often
Sometimes
Often
Often
Often
Never
Often
Sometimes
Often
Sometimes
Always
Never
Often
Often
Often
Often
Always
Sometimes
Often
Always
Always
Always
Often
Never
Often
Often
Sometimes
Sometimes
Sometimes
Sometimes
Always
Always
Sometimes
Never
Never
Often
Sometimes
Often
Sometimes
Sometimes
Always
Never
Often
Often
Often
Sometimes
Sometimes
Often
Sometimes
Often
Sometimes
Sometimes
Sometimes
Often
Always
Never
Often
Sometimes
Often
Never
Sometimes
---
How do you feel when you're at school? [Depressed]
Never
Never
Never
Often
Never
Always
Never
Never
Sometimes
Often
Sometimes
Sometimes
Often
Often
Sometimes
Never
Sometimes
Never
Often
Never
Never
Never
Sometimes
Sometimes
Sometimes
Sometimes
Always
Never
Sometimes
Often
Never
Always
Never
Never
Often
Always
Sometimes
Never
Never
Sometimes
Always
Never
Sometimes
Never
Sometimes
Never
Sometimes
Sometimes
Sometimes
Never
Sometimes
Sometimes
Sometimes
Sometimes
Sometimes
Sometimes
Never
Often
Never
Sometimes
Sometimes
Never
Often
Often
Always
Never
Sometimes
Often
Often
Never
Never
---
How do you feel when you're at school? [Hopeful]
Often
Always
Always
Sometimes
Never
Sometimes
Often
Often
Often
Sometimes
Sometimes
Sometimes
Sometimes
Often
Sometimes
Always
Often
Sometimes
Sometimes
Sometimes
Never
Always
Never
Sometimes
Sometimes
Often
Never
Sometimes
Sometimes
Never
Often
Sometimes
Sometimes
Often
Sometimes
Sometimes
Often
Often
Sometimes
Often
Never
Sometimes
Sometimes
Often
Sometimes
Sometimes
Often
Sometimes
Often
Often
Often
Never
Sometimes
Sometimes
Sometimes
Sometimes
Sometimes
Sometimes
Sometimes
Always
Often
Sometimes
Sometimes
Often
Never
Always
Sometimes
Often
Never
Often
Sometimes
---
How do you feel when you're at school? [Supported]
Often
Always
Often
Often
Sometimes
Never
Often
Always
Often
Sometimes
Sometimes
Often
Always
Often
Sometimes
Often
Sometimes
Always
Often
Often
Sometimes
Always
Sometimes
Sometimes
Sometimes
Often
Sometimes
Often
Sometimes
Always
Sometimes
Sometimes
Often
Often
Often
Never
Always
Sometimes
Often
Often
Never
Sometimes
Sometimes
Always
Often
Sometimes
Often
Always
Often
Often
Sometimes
Sometimes
Sometimes
Often
Often
Sometimes
Often
Often
Sometimes
Sometimes
Always
Sometimes
Always
Often
Often
Always
Sometimes
Always
Sometimes
Sometimes
Sometimes
---
How do you feel when you're at school? [Confident]
Often
Often
Always
Sometimes
Never
Sometimes
Often
Often
Often
Often
Often
Often
Sometimes
Sometimes
Often
Often
Often
Sometimes
Sometimes
Often
Sometimes
Always
Sometimes
Sometimes
Never
Sometimes
Sometimes
Sometimes
Sometimes
Often
Sometimes
Never
Sometimes
Often
Never
Often
Often
Often
Often
Always
Never
Always
Sometimes
Often
Often
Sometimes
Sometimes
Sometimes
Sometimes
Always
Sometimes
Sometimes
Sometimes
Sometimes
Sometimes
Often
Sometimes
Always
Sometimes
Often
Often
Often
Always
Often
Never
Often
Sometimes
Often
Sometimes
Often
Often
---
How do you feel when you're at school? [Respected]
Often
Always
Sometimes
Never
Sometimes
Often
Often
Sometimes
Often
Sometimes
Sometimes
Often
Often
Sometimes
Often
Sometimes
Often
Often
Sometimes
Often
Often
Always
Often
Often
Never
Sometimes
Sometimes
Sometimes
Often
Often
Often
Sometimes
Often
Sometimes
Sometimes
Sometimes
Always
Sometimes
Often
Often
Sometimes
Sometimes
Sometimes
Always
Often
Sometimes
Sometimes
Often
Sometimes
Always
Often
Always
Sometimes
Often
Often
Sometimes
Sometimes
Always
Often
Always
Always
Often
Often
Sometimes
Often
Always
Often
Always
Often
Often
Sometimes
---
How do you feel when you're at school? [Joyful]
Always
Always
Always
Often
Sometimes
Sometimes
Often
Often
Sometimes
Sometimes
Sometimes
Sometimes
Sometimes
Sometimes
Often
Often
Sometimes
Sometimes
Often
Sometimes
Sometimes
Always
Sometimes
Sometimes
Sometimes
Often
Sometimes
Often
Often
Sometimes
Often
Often
Often
Never
Never
Sometimes
Always
Often
Often
Often
Never
Often
Never
Sometimes
Sometimes
Sometimes
Sometimes
Sometimes
Often
Always
Sometimes
Sometimes
Sometimes
Sometimes
Often
Sometimes
Often
Sometimes
Sometimes
Sometimes
Often
Sometimes
Sometimes
Sometimes
Sometimes
Often
Sometimes
Often
Never
Sometimes
Sometimes
---
How do you want to feel when you're at school?  (Rank your top three choices) [Empowered]
Third Choice
Second Choice
First Choice
First Choice
Third Choice

Second Choice
Second Choice
Third Choice
Second Choice
First Choice
Third Choice

First Choice


First Choice
Second Choice
First Choice
Third Choice



Second Choice
Third Choice




First Choice
First Choice
Third Choice





First Choice

Second Choice

Third Choice
Third Choice


Second Choice

First Choice
Second Choice

Third Choice
Third Choice
Third Choice
Third Choice
Third Choice
Second Choice
Third Choice
First Choice

Second Choice
Second Choice
Second Choice



First Choice
Second Choice


Second Choice

---
How do you want to feel when you're at school?  (Rank your top three choices) [Energized]


Third Choice


Third Choice
Third Choice

Second Choice



First Choice
Third Choice

First Choice



Second Choice
Third Choice
Second Choice


First Choice

Second Choice
First Choice
Second Choice



Third Choice
Third Choice

Third Choice
Third Choice

Third Choice
Third Choice
Second Choice
Second Choice



Third Choice
Third Choice

First Choice
Third Choice

First Choice


Second Choice
First Choice
First Choice

Third Choice
First Choice
First Choice
First Choice

First Choice
Third Choice

Third Choice
First Choice

Third Choice
Third Choice
---
How do you want to feel when you're at school?  (Rank your top three choices) [Connected]

First Choice





Third Choice


Third Choice
First Choice


First Choice
Second Choice
Third Choice



Second Choice

Third Choice
Third Choice

Third Choice
First Choice

First Choice
Third Choice



Second Choice
Second Choice





Third Choice

First Choice
Third Choice
First Choice

Second Choice
Third Choice




First Choice
Second Choice

Third Choice






First Choice
Second Choice

Second Choice


Third Choice

First Choice
---
How do you want to feel when you're at school?  (Rank your top three choices) [Supported]
Second Choice


Second Choice
First Choice
First Choice



Third Choice
Second Choice
Second Choice
Second Choice

Third Choice

Second Choice
Third Choice
Second Choice

First Choice
Third Choice
Second Choice
First Choice

First Choice

Second Choice

Second Choice
Second Choice
First Choice
First Choice

First Choice
Second Choice
First Choice
Third Choice
Second Choice




First Choice
Second Choice
First Choice

Second Choice
Third Choice
First Choice
Second Choice

Second Choice

First Choice


Third Choice
Second Choice



Second Choice

Second Choice
Third Choice

Second Choice
Second Choice

Second Choice
---
How do you want to feel when you're at school?  (Rank your top three choices) [Inspired]
First Choice
Third Choice
Second Choice
Third Choice
Second Choice
Second Choice
First Choice
First Choice
First Choice
First Choice


Third Choice
Second Choice
Second Choice
Third Choice

First Choice
Third Choice
First Choice

First Choice
First Choice

Second Choice
Second Choice
Third Choice
Third Choice
Third Choice

Third Choice
Second Choice
Second Choice
First Choice
Third Choice
First Choice
Second Choice
Second Choice
First Choice
First Choice
First Choice
First Choice
Second Choice
Second Choice
Third Choice

First Choice


Second Choice
First Choice
Second Choice

First Choice


Second Choice
Second Choice
First Choice
Third Choice
Third Choice
Third Choice
Third Choice
Third Choice
First Choice

First Choice
Third Choice
First Choice
First Choice

---
Are there any other ways you want to feel when you're at school? (Not required)

Happy



Relaxed
Like I'm home, surrounded by family!




Engaged
happy


Understood.


I just want to feel like I'm not surrounded by people who are out to get me.





Valued, Understood, Celebrated

at peaceful
No
Independant, versatile, free
I want to feel calm and understood.
Just overall happy. But most of the time at Avenues that isn't true.
Anything but depressed and anxious
Hopeful







productive







the liberation of not having to be in hip



like I can talk to anyone
Successful

A lot of the times I feel disrespected by other specific students at school, but I also feel confident and connected to others.



Comfortable, happy, organized


A unwarranted feeling of duty to take in as much as I can, both academically and socially.



Motivated

not bored out of my mind
Politically respected. Anything non liberal is hated at Avenues.
